Description	ID	Solanum_lycopersicum	Solanum_appendiculatum	Petunia_inflata	Solanum_tuberosum	Jaltomata_sinuosa	Petunia_axillaris	Nicotiana_attenuata
OG0054207	OG0054207	1	0	0	0	0	0	0
OG0054208	OG0054208	1	0	0	0	0	0	0
OG0054209	OG0054209	1	0	0	0	0	0	0
OG0054210	OG0054210	1	0	0	0	0	0	0
OG0054211	OG0054211	1	0	0	0	0	0	0
OG0054212	OG0054212	1	0	0	0	0	0	0
OG0054213	OG0054213	1	0	0	0	0	0	0
OG0054214	OG0054214	1	0	0	0	0	0	0
OG0054215	OG0054215	1	0	0	0	0	0	0
OG0054216	OG0054216	1	0	0	0	0	0	0
OG0054217	OG0054217	1	0	0	0	0	0	0
OG0054218	OG0054218	1	0	0	0	0	0	0
OG0054219	OG0054219	1	0	0	0	0	0	0
OG0054220	OG0054220	1	0	0	0	0	0	0
OG0054221	OG0054221	1	0	0	0	0	0	0
OG0054222	OG0054222	1	0	0	0	0	0	0
OG0054223	OG0054223	1	0	0	0	0	0	0
OG0054224	OG0054224	1	0	0	0	0	0	0
OG0054225	OG0054225	1	0	0	0	0	0	0
OG0054226	OG0054226	1	0	0	0	0	0	0
OG0054227	OG0054227	1	0	0	0	0	0	0
OG0054228	OG0054228	1	0	0	0	0	0	0
OG0054229	OG0054229	1	0	0	0	0	0	0
OG0054230	OG0054230	1	0	0	0	0	0	0
OG0054231	OG0054231	1	0	0	0	0	0	0
OG0054232	OG0054232	1	0	0	0	0	0	0
OG0054233	OG0054233	1	0	0	0	0	0	0
OG0054234	OG0054234	1	0	0	0	0	0	0
OG0054235	OG0054235	1	0	0	0	0	0	0
OG0054236	OG0054236	1	0	0	0	0	0	0
OG0054237	OG0054237	1	0	0	0	0	0	0
OG0054238	OG0054238	1	0	0	0	0	0	0
OG0054239	OG0054239	1	0	0	0	0	0	0
OG0054240	OG0054240	1	0	0	0	0	0	0
OG0054241	OG0054241	1	0	0	0	0	0	0
OG0054242	OG0054242	1	0	0	0	0	0	0
OG0054243	OG0054243	1	0	0	0	0	0	0
OG0054244	OG0054244	1	0	0	0	0	0	0
OG0054245	OG0054245	1	0	0	0	0	0	0
OG0054246	OG0054246	1	0	0	0	0	0	0
OG0054247	OG0054247	1	0	0	0	0	0	0
OG0054248	OG0054248	1	0	0	0	0	0	0
OG0054249	OG0054249	1	0	0	0	0	0	0
OG0054250	OG0054250	1	0	0	0	0	0	0
OG0054251	OG0054251	1	0	0	0	0	0	0
OG0054252	OG0054252	1	0	0	0	0	0	0
OG0054253	OG0054253	1	0	0	0	0	0	0
OG0054254	OG0054254	1	0	0	0	0	0	0
OG0054255	OG0054255	1	0	0	0	0	0	0
OG0054256	OG0054256	1	0	0	0	0	0	0
OG0054257	OG0054257	1	0	0	0	0	0	0
OG0054258	OG0054258	1	0	0	0	0	0	0
OG0054259	OG0054259	1	0	0	0	0	0	0
OG0054260	OG0054260	1	0	0	0	0	0	0
OG0054261	OG0054261	1	0	0	0	0	0	0
OG0054262	OG0054262	1	0	0	0	0	0	0
OG0054263	OG0054263	1	0	0	0	0	0	0
OG0054264	OG0054264	1	0	0	0	0	0	0
OG0054265	OG0054265	1	0	0	0	0	0	0
OG0054266	OG0054266	1	0	0	0	0	0	0
OG0054267	OG0054267	1	0	0	0	0	0	0
OG0054268	OG0054268	1	0	0	0	0	0	0
OG0054269	OG0054269	1	0	0	0	0	0	0
OG0054270	OG0054270	1	0	0	0	0	0	0
OG0054271	OG0054271	1	0	0	0	0	0	0
OG0054272	OG0054272	1	0	0	0	0	0	0
OG0054273	OG0054273	1	0	0	0	0	0	0
OG0054274	OG0054274	1	0	0	0	0	0	0
OG0054275	OG0054275	1	0	0	0	0	0	0
OG0054276	OG0054276	1	0	0	0	0	0	0
OG0054277	OG0054277	1	0	0	0	0	0	0
OG0054278	OG0054278	1	0	0	0	0	0	0
OG0054279	OG0054279	1	0	0	0	0	0	0
OG0054280	OG0054280	1	0	0	0	0	0	0
OG0054281	OG0054281	1	0	0	0	0	0	0
OG0054282	OG0054282	1	0	0	0	0	0	0
OG0054283	OG0054283	1	0	0	0	0	0	0
OG0054284	OG0054284	1	0	0	0	0	0	0
OG0054285	OG0054285	1	0	0	0	0	0	0
OG0054286	OG0054286	1	0	0	0	0	0	0
OG0054287	OG0054287	1	0	0	0	0	0	0
OG0054288	OG0054288	1	0	0	0	0	0	0
OG0054289	OG0054289	1	0	0	0	0	0	0
OG0054290	OG0054290	1	0	0	0	0	0	0
OG0054291	OG0054291	1	0	0	0	0	0	0
OG0054292	OG0054292	1	0	0	0	0	0	0
OG0054293	OG0054293	1	0	0	0	0	0	0
OG0054294	OG0054294	1	0	0	0	0	0	0
OG0054295	OG0054295	1	0	0	0	0	0	0
OG0054296	OG0054296	1	0	0	0	0	0	0
OG0054297	OG0054297	1	0	0	0	0	0	0
OG0054298	OG0054298	1	0	0	0	0	0	0
OG0054299	OG0054299	1	0	0	0	0	0	0
OG0054300	OG0054300	1	0	0	0	0	0	0
OG0054301	OG0054301	1	0	0	0	0	0	0
OG0054302	OG0054302	1	0	0	0	0	0	0
OG0054303	OG0054303	1	0	0	0	0	0	0
OG0054304	OG0054304	1	0	0	0	0	0	0
OG0054305	OG0054305	1	0	0	0	0	0	0
OG0054306	OG0054306	1	0	0	0	0	0	0
OG0054307	OG0054307	1	0	0	0	0	0	0
OG0054308	OG0054308	1	0	0	0	0	0	0
OG0054309	OG0054309	1	0	0	0	0	0	0
OG0054310	OG0054310	1	0	0	0	0	0	0
OG0054311	OG0054311	1	0	0	0	0	0	0
OG0054312	OG0054312	1	0	0	0	0	0	0
OG0054313	OG0054313	1	0	0	0	0	0	0
OG0054314	OG0054314	1	0	0	0	0	0	0
OG0054315	OG0054315	1	0	0	0	0	0	0
OG0054316	OG0054316	1	0	0	0	0	0	0
OG0054317	OG0054317	1	0	0	0	0	0	0
OG0054318	OG0054318	1	0	0	0	0	0	0
OG0054319	OG0054319	1	0	0	0	0	0	0
OG0054320	OG0054320	1	0	0	0	0	0	0
OG0054321	OG0054321	1	0	0	0	0	0	0
OG0054322	OG0054322	1	0	0	0	0	0	0
OG0054323	OG0054323	1	0	0	0	0	0	0
OG0054324	OG0054324	1	0	0	0	0	0	0
OG0054325	OG0054325	1	0	0	0	0	0	0
OG0054326	OG0054326	1	0	0	0	0	0	0
OG0054327	OG0054327	1	0	0	0	0	0	0
OG0054328	OG0054328	1	0	0	0	0	0	0
OG0054329	OG0054329	1	0	0	0	0	0	0
OG0054330	OG0054330	1	0	0	0	0	0	0
OG0054331	OG0054331	1	0	0	0	0	0	0
OG0054332	OG0054332	1	0	0	0	0	0	0
OG0054333	OG0054333	1	0	0	0	0	0	0
OG0054334	OG0054334	1	0	0	0	0	0	0
OG0054335	OG0054335	1	0	0	0	0	0	0
OG0054336	OG0054336	1	0	0	0	0	0	0
OG0054337	OG0054337	1	0	0	0	0	0	0
OG0054338	OG0054338	1	0	0	0	0	0	0
OG0054339	OG0054339	1	0	0	0	0	0	0
OG0054340	OG0054340	1	0	0	0	0	0	0
OG0054341	OG0054341	1	0	0	0	0	0	0
OG0054342	OG0054342	1	0	0	0	0	0	0
OG0054343	OG0054343	1	0	0	0	0	0	0
OG0054344	OG0054344	1	0	0	0	0	0	0
OG0054345	OG0054345	1	0	0	0	0	0	0
OG0054346	OG0054346	1	0	0	0	0	0	0
OG0054347	OG0054347	1	0	0	0	0	0	0
OG0054348	OG0054348	1	0	0	0	0	0	0
OG0054349	OG0054349	1	0	0	0	0	0	0
OG0054350	OG0054350	1	0	0	0	0	0	0
OG0054351	OG0054351	1	0	0	0	0	0	0
OG0054352	OG0054352	1	0	0	0	0	0	0
OG0054353	OG0054353	1	0	0	0	0	0	0
OG0054354	OG0054354	1	0	0	0	0	0	0
OG0054355	OG0054355	1	0	0	0	0	0	0
OG0054356	OG0054356	1	0	0	0	0	0	0
OG0054357	OG0054357	1	0	0	0	0	0	0
OG0054358	OG0054358	1	0	0	0	0	0	0
OG0054359	OG0054359	1	0	0	0	0	0	0
OG0054360	OG0054360	1	0	0	0	0	0	0
OG0054361	OG0054361	1	0	0	0	0	0	0
OG0054362	OG0054362	1	0	0	0	0	0	0
OG0054363	OG0054363	1	0	0	0	0	0	0
OG0054364	OG0054364	1	0	0	0	0	0	0
OG0054365	OG0054365	1	0	0	0	0	0	0
OG0054366	OG0054366	1	0	0	0	0	0	0
OG0054367	OG0054367	1	0	0	0	0	0	0
OG0054368	OG0054368	1	0	0	0	0	0	0
OG0054369	OG0054369	1	0	0	0	0	0	0
OG0054370	OG0054370	1	0	0	0	0	0	0
OG0054371	OG0054371	1	0	0	0	0	0	0
OG0054372	OG0054372	1	0	0	0	0	0	0
OG0054373	OG0054373	1	0	0	0	0	0	0
OG0054374	OG0054374	1	0	0	0	0	0	0
OG0054375	OG0054375	1	0	0	0	0	0	0
OG0054376	OG0054376	1	0	0	0	0	0	0
OG0054377	OG0054377	1	0	0	0	0	0	0
OG0054378	OG0054378	1	0	0	0	0	0	0
OG0054379	OG0054379	1	0	0	0	0	0	0
OG0054380	OG0054380	1	0	0	0	0	0	0
OG0054381	OG0054381	1	0	0	0	0	0	0
OG0054382	OG0054382	1	0	0	0	0	0	0
OG0054383	OG0054383	1	0	0	0	0	0	0
OG0054384	OG0054384	1	0	0	0	0	0	0
OG0054385	OG0054385	1	0	0	0	0	0	0
OG0054386	OG0054386	1	0	0	0	0	0	0
OG0054387	OG0054387	1	0	0	0	0	0	0
OG0054388	OG0054388	1	0	0	0	0	0	0
OG0054389	OG0054389	1	0	0	0	0	0	0
OG0054390	OG0054390	1	0	0	0	0	0	0
OG0054391	OG0054391	1	0	0	0	0	0	0
OG0054392	OG0054392	1	0	0	0	0	0	0
OG0054393	OG0054393	1	0	0	0	0	0	0
OG0054394	OG0054394	1	0	0	0	0	0	0
OG0054395	OG0054395	1	0	0	0	0	0	0
OG0054396	OG0054396	1	0	0	0	0	0	0
OG0054397	OG0054397	1	0	0	0	0	0	0
OG0054398	OG0054398	1	0	0	0	0	0	0
OG0054399	OG0054399	1	0	0	0	0	0	0
OG0054400	OG0054400	1	0	0	0	0	0	0
OG0054401	OG0054401	1	0	0	0	0	0	0
OG0054402	OG0054402	1	0	0	0	0	0	0
OG0054403	OG0054403	1	0	0	0	0	0	0
OG0054404	OG0054404	1	0	0	0	0	0	0
OG0054405	OG0054405	1	0	0	0	0	0	0
OG0054406	OG0054406	1	0	0	0	0	0	0
OG0054407	OG0054407	1	0	0	0	0	0	0
OG0054408	OG0054408	1	0	0	0	0	0	0
OG0054409	OG0054409	1	0	0	0	0	0	0
OG0054410	OG0054410	1	0	0	0	0	0	0
OG0054411	OG0054411	1	0	0	0	0	0	0
OG0054412	OG0054412	1	0	0	0	0	0	0
OG0054413	OG0054413	1	0	0	0	0	0	0
OG0054414	OG0054414	1	0	0	0	0	0	0
OG0054415	OG0054415	1	0	0	0	0	0	0
OG0054416	OG0054416	1	0	0	0	0	0	0
OG0054417	OG0054417	1	0	0	0	0	0	0
OG0054418	OG0054418	1	0	0	0	0	0	0
OG0054419	OG0054419	1	0	0	0	0	0	0
OG0054420	OG0054420	1	0	0	0	0	0	0
OG0054421	OG0054421	1	0	0	0	0	0	0
OG0054422	OG0054422	1	0	0	0	0	0	0
OG0054423	OG0054423	1	0	0	0	0	0	0
OG0054424	OG0054424	1	0	0	0	0	0	0
OG0054425	OG0054425	1	0	0	0	0	0	0
OG0054426	OG0054426	1	0	0	0	0	0	0
OG0054427	OG0054427	1	0	0	0	0	0	0
OG0054428	OG0054428	1	0	0	0	0	0	0
OG0054429	OG0054429	1	0	0	0	0	0	0
OG0054430	OG0054430	1	0	0	0	0	0	0
OG0054431	OG0054431	1	0	0	0	0	0	0
OG0054432	OG0054432	1	0	0	0	0	0	0
OG0054433	OG0054433	1	0	0	0	0	0	0
OG0054434	OG0054434	1	0	0	0	0	0	0
OG0054435	OG0054435	1	0	0	0	0	0	0
OG0054436	OG0054436	1	0	0	0	0	0	0
OG0054437	OG0054437	1	0	0	0	0	0	0
OG0054438	OG0054438	1	0	0	0	0	0	0
OG0054439	OG0054439	1	0	0	0	0	0	0
OG0054440	OG0054440	1	0	0	0	0	0	0
OG0054441	OG0054441	1	0	0	0	0	0	0
OG0054442	OG0054442	1	0	0	0	0	0	0
OG0054443	OG0054443	1	0	0	0	0	0	0
OG0054444	OG0054444	1	0	0	0	0	0	0
OG0054445	OG0054445	1	0	0	0	0	0	0
OG0054446	OG0054446	1	0	0	0	0	0	0
OG0054447	OG0054447	1	0	0	0	0	0	0
OG0054448	OG0054448	1	0	0	0	0	0	0
OG0054449	OG0054449	1	0	0	0	0	0	0
OG0054450	OG0054450	1	0	0	0	0	0	0
OG0054451	OG0054451	1	0	0	0	0	0	0
OG0054452	OG0054452	1	0	0	0	0	0	0
OG0054453	OG0054453	1	0	0	0	0	0	0
OG0054454	OG0054454	1	0	0	0	0	0	0
OG0054455	OG0054455	1	0	0	0	0	0	0
OG0054456	OG0054456	1	0	0	0	0	0	0
OG0054457	OG0054457	1	0	0	0	0	0	0
OG0054458	OG0054458	1	0	0	0	0	0	0
OG0054459	OG0054459	1	0	0	0	0	0	0
OG0054460	OG0054460	1	0	0	0	0	0	0
OG0054461	OG0054461	1	0	0	0	0	0	0
OG0054462	OG0054462	1	0	0	0	0	0	0
OG0054463	OG0054463	1	0	0	0	0	0	0
OG0054464	OG0054464	1	0	0	0	0	0	0
OG0054465	OG0054465	1	0	0	0	0	0	0
OG0054466	OG0054466	1	0	0	0	0	0	0
OG0054467	OG0054467	1	0	0	0	0	0	0
OG0054468	OG0054468	1	0	0	0	0	0	0
OG0054469	OG0054469	1	0	0	0	0	0	0
OG0054470	OG0054470	1	0	0	0	0	0	0
OG0054471	OG0054471	1	0	0	0	0	0	0
OG0054472	OG0054472	1	0	0	0	0	0	0
OG0054473	OG0054473	1	0	0	0	0	0	0
OG0054474	OG0054474	1	0	0	0	0	0	0
OG0054475	OG0054475	1	0	0	0	0	0	0
OG0054476	OG0054476	1	0	0	0	0	0	0
OG0054477	OG0054477	1	0	0	0	0	0	0
OG0054478	OG0054478	1	0	0	0	0	0	0
OG0054479	OG0054479	1	0	0	0	0	0	0
OG0054480	OG0054480	1	0	0	0	0	0	0
OG0054481	OG0054481	1	0	0	0	0	0	0
OG0054482	OG0054482	1	0	0	0	0	0	0
OG0054483	OG0054483	1	0	0	0	0	0	0
OG0054484	OG0054484	1	0	0	0	0	0	0
OG0054485	OG0054485	1	0	0	0	0	0	0
OG0054486	OG0054486	1	0	0	0	0	0	0
OG0054487	OG0054487	1	0	0	0	0	0	0
OG0054488	OG0054488	1	0	0	0	0	0	0
OG0054489	OG0054489	1	0	0	0	0	0	0
OG0054490	OG0054490	1	0	0	0	0	0	0
OG0054491	OG0054491	1	0	0	0	0	0	0
OG0054492	OG0054492	1	0	0	0	0	0	0
OG0054493	OG0054493	1	0	0	0	0	0	0
OG0054494	OG0054494	1	0	0	0	0	0	0
OG0054495	OG0054495	1	0	0	0	0	0	0
OG0054496	OG0054496	1	0	0	0	0	0	0
OG0054497	OG0054497	1	0	0	0	0	0	0
OG0054498	OG0054498	1	0	0	0	0	0	0
OG0054499	OG0054499	1	0	0	0	0	0	0
OG0054500	OG0054500	1	0	0	0	0	0	0
OG0054501	OG0054501	1	0	0	0	0	0	0
OG0054502	OG0054502	1	0	0	0	0	0	0
OG0054503	OG0054503	1	0	0	0	0	0	0
OG0054504	OG0054504	1	0	0	0	0	0	0
OG0054505	OG0054505	1	0	0	0	0	0	0
OG0054506	OG0054506	1	0	0	0	0	0	0
OG0054507	OG0054507	1	0	0	0	0	0	0
OG0054508	OG0054508	1	0	0	0	0	0	0
OG0054509	OG0054509	1	0	0	0	0	0	0
OG0054510	OG0054510	1	0	0	0	0	0	0
OG0054511	OG0054511	1	0	0	0	0	0	0
OG0054512	OG0054512	1	0	0	0	0	0	0
OG0054513	OG0054513	1	0	0	0	0	0	0
OG0054514	OG0054514	1	0	0	0	0	0	0
OG0054515	OG0054515	1	0	0	0	0	0	0
OG0054516	OG0054516	1	0	0	0	0	0	0
OG0054517	OG0054517	1	0	0	0	0	0	0
OG0054518	OG0054518	1	0	0	0	0	0	0
OG0054519	OG0054519	1	0	0	0	0	0	0
OG0054520	OG0054520	1	0	0	0	0	0	0
OG0054521	OG0054521	1	0	0	0	0	0	0
OG0054522	OG0054522	1	0	0	0	0	0	0
OG0054523	OG0054523	1	0	0	0	0	0	0
OG0054524	OG0054524	1	0	0	0	0	0	0
OG0054525	OG0054525	1	0	0	0	0	0	0
OG0054526	OG0054526	1	0	0	0	0	0	0
OG0054527	OG0054527	1	0	0	0	0	0	0
OG0054528	OG0054528	1	0	0	0	0	0	0
OG0054529	OG0054529	1	0	0	0	0	0	0
OG0054530	OG0054530	1	0	0	0	0	0	0
OG0054531	OG0054531	1	0	0	0	0	0	0
OG0054532	OG0054532	1	0	0	0	0	0	0
OG0054533	OG0054533	1	0	0	0	0	0	0
OG0054534	OG0054534	1	0	0	0	0	0	0
OG0054535	OG0054535	1	0	0	0	0	0	0
OG0054536	OG0054536	1	0	0	0	0	0	0
OG0054537	OG0054537	1	0	0	0	0	0	0
OG0054538	OG0054538	1	0	0	0	0	0	0
OG0054539	OG0054539	1	0	0	0	0	0	0
OG0054540	OG0054540	1	0	0	0	0	0	0
OG0054541	OG0054541	1	0	0	0	0	0	0
OG0054542	OG0054542	1	0	0	0	0	0	0
OG0054543	OG0054543	1	0	0	0	0	0	0
OG0054544	OG0054544	1	0	0	0	0	0	0
OG0054545	OG0054545	1	0	0	0	0	0	0
OG0054546	OG0054546	1	0	0	0	0	0	0
OG0054547	OG0054547	1	0	0	0	0	0	0
OG0054548	OG0054548	1	0	0	0	0	0	0
OG0054549	OG0054549	1	0	0	0	0	0	0
OG0054550	OG0054550	1	0	0	0	0	0	0
OG0054551	OG0054551	1	0	0	0	0	0	0
OG0054552	OG0054552	1	0	0	0	0	0	0
OG0054553	OG0054553	1	0	0	0	0	0	0
OG0054554	OG0054554	1	0	0	0	0	0	0
OG0054555	OG0054555	1	0	0	0	0	0	0
OG0054556	OG0054556	1	0	0	0	0	0	0
OG0054557	OG0054557	1	0	0	0	0	0	0
OG0054558	OG0054558	1	0	0	0	0	0	0
OG0054559	OG0054559	1	0	0	0	0	0	0
OG0054560	OG0054560	1	0	0	0	0	0	0
OG0054561	OG0054561	1	0	0	0	0	0	0
OG0054562	OG0054562	1	0	0	0	0	0	0
OG0054563	OG0054563	1	0	0	0	0	0	0
OG0054564	OG0054564	1	0	0	0	0	0	0
OG0054565	OG0054565	1	0	0	0	0	0	0
OG0054566	OG0054566	1	0	0	0	0	0	0
OG0054567	OG0054567	1	0	0	0	0	0	0
OG0054568	OG0054568	1	0	0	0	0	0	0
OG0054569	OG0054569	1	0	0	0	0	0	0
OG0054570	OG0054570	1	0	0	0	0	0	0
OG0054571	OG0054571	1	0	0	0	0	0	0
OG0054572	OG0054572	1	0	0	0	0	0	0
OG0054573	OG0054573	1	0	0	0	0	0	0
OG0054574	OG0054574	1	0	0	0	0	0	0
OG0054575	OG0054575	1	0	0	0	0	0	0
OG0054576	OG0054576	1	0	0	0	0	0	0
OG0054577	OG0054577	1	0	0	0	0	0	0
OG0054578	OG0054578	1	0	0	0	0	0	0
OG0054579	OG0054579	1	0	0	0	0	0	0
OG0054580	OG0054580	1	0	0	0	0	0	0
OG0054581	OG0054581	1	0	0	0	0	0	0
OG0054582	OG0054582	1	0	0	0	0	0	0
OG0054583	OG0054583	1	0	0	0	0	0	0
OG0054584	OG0054584	1	0	0	0	0	0	0
OG0054585	OG0054585	1	0	0	0	0	0	0
OG0054586	OG0054586	1	0	0	0	0	0	0
OG0054587	OG0054587	1	0	0	0	0	0	0
OG0054588	OG0054588	1	0	0	0	0	0	0
OG0054589	OG0054589	1	0	0	0	0	0	0
OG0054590	OG0054590	1	0	0	0	0	0	0
OG0054591	OG0054591	1	0	0	0	0	0	0
OG0054592	OG0054592	1	0	0	0	0	0	0
OG0054593	OG0054593	1	0	0	0	0	0	0
OG0054594	OG0054594	1	0	0	0	0	0	0
OG0054595	OG0054595	1	0	0	0	0	0	0
OG0054596	OG0054596	1	0	0	0	0	0	0
OG0054597	OG0054597	1	0	0	0	0	0	0
OG0054598	OG0054598	1	0	0	0	0	0	0
OG0054599	OG0054599	1	0	0	0	0	0	0
OG0054600	OG0054600	1	0	0	0	0	0	0
OG0054601	OG0054601	1	0	0	0	0	0	0
OG0054602	OG0054602	1	0	0	0	0	0	0
OG0054603	OG0054603	1	0	0	0	0	0	0
OG0054604	OG0054604	1	0	0	0	0	0	0
OG0054605	OG0054605	1	0	0	0	0	0	0
OG0054606	OG0054606	1	0	0	0	0	0	0
OG0054607	OG0054607	1	0	0	0	0	0	0
OG0054608	OG0054608	1	0	0	0	0	0	0
OG0054609	OG0054609	1	0	0	0	0	0	0
OG0054610	OG0054610	1	0	0	0	0	0	0
OG0054611	OG0054611	1	0	0	0	0	0	0
OG0054612	OG0054612	1	0	0	0	0	0	0
OG0054613	OG0054613	1	0	0	0	0	0	0
OG0054614	OG0054614	1	0	0	0	0	0	0
OG0054615	OG0054615	1	0	0	0	0	0	0
OG0054616	OG0054616	1	0	0	0	0	0	0
OG0054617	OG0054617	1	0	0	0	0	0	0
OG0054618	OG0054618	1	0	0	0	0	0	0
OG0054619	OG0054619	1	0	0	0	0	0	0
OG0054620	OG0054620	1	0	0	0	0	0	0
OG0054621	OG0054621	1	0	0	0	0	0	0
OG0054622	OG0054622	1	0	0	0	0	0	0
OG0054623	OG0054623	1	0	0	0	0	0	0
OG0054624	OG0054624	1	0	0	0	0	0	0
OG0054625	OG0054625	1	0	0	0	0	0	0
OG0054626	OG0054626	1	0	0	0	0	0	0
OG0054627	OG0054627	1	0	0	0	0	0	0
OG0054628	OG0054628	1	0	0	0	0	0	0
OG0054629	OG0054629	1	0	0	0	0	0	0
OG0054630	OG0054630	1	0	0	0	0	0	0
OG0054631	OG0054631	1	0	0	0	0	0	0
OG0054632	OG0054632	1	0	0	0	0	0	0
OG0054633	OG0054633	1	0	0	0	0	0	0
OG0054634	OG0054634	1	0	0	0	0	0	0
OG0054635	OG0054635	1	0	0	0	0	0	0
OG0054636	OG0054636	1	0	0	0	0	0	0
OG0054637	OG0054637	1	0	0	0	0	0	0
OG0054638	OG0054638	1	0	0	0	0	0	0
OG0054639	OG0054639	1	0	0	0	0	0	0
OG0054640	OG0054640	1	0	0	0	0	0	0
OG0054641	OG0054641	1	0	0	0	0	0	0
OG0054642	OG0054642	1	0	0	0	0	0	0
OG0054643	OG0054643	1	0	0	0	0	0	0
OG0054644	OG0054644	1	0	0	0	0	0	0
OG0054645	OG0054645	1	0	0	0	0	0	0
OG0054646	OG0054646	1	0	0	0	0	0	0
OG0054647	OG0054647	1	0	0	0	0	0	0
OG0054648	OG0054648	1	0	0	0	0	0	0
OG0054649	OG0054649	1	0	0	0	0	0	0
OG0054650	OG0054650	1	0	0	0	0	0	0
OG0054651	OG0054651	1	0	0	0	0	0	0
OG0054652	OG0054652	1	0	0	0	0	0	0
OG0054653	OG0054653	1	0	0	0	0	0	0
OG0054654	OG0054654	1	0	0	0	0	0	0
OG0054655	OG0054655	1	0	0	0	0	0	0
OG0054656	OG0054656	1	0	0	0	0	0	0
OG0054657	OG0054657	1	0	0	0	0	0	0
OG0054658	OG0054658	1	0	0	0	0	0	0
OG0054659	OG0054659	1	0	0	0	0	0	0
OG0054660	OG0054660	1	0	0	0	0	0	0
OG0054661	OG0054661	1	0	0	0	0	0	0
OG0054662	OG0054662	1	0	0	0	0	0	0
OG0054663	OG0054663	1	0	0	0	0	0	0
OG0054664	OG0054664	1	0	0	0	0	0	0
OG0054665	OG0054665	1	0	0	0	0	0	0
OG0054666	OG0054666	1	0	0	0	0	0	0
OG0054667	OG0054667	1	0	0	0	0	0	0
OG0054668	OG0054668	1	0	0	0	0	0	0
OG0054669	OG0054669	1	0	0	0	0	0	0
OG0054670	OG0054670	1	0	0	0	0	0	0
OG0054671	OG0054671	1	0	0	0	0	0	0
OG0054672	OG0054672	1	0	0	0	0	0	0
OG0054673	OG0054673	1	0	0	0	0	0	0
OG0054674	OG0054674	1	0	0	0	0	0	0
OG0054675	OG0054675	1	0	0	0	0	0	0
OG0054676	OG0054676	1	0	0	0	0	0	0
OG0054677	OG0054677	1	0	0	0	0	0	0
OG0054678	OG0054678	1	0	0	0	0	0	0
OG0054679	OG0054679	1	0	0	0	0	0	0
OG0054680	OG0054680	1	0	0	0	0	0	0
OG0054681	OG0054681	1	0	0	0	0	0	0
OG0054682	OG0054682	1	0	0	0	0	0	0
OG0054683	OG0054683	1	0	0	0	0	0	0
OG0054684	OG0054684	1	0	0	0	0	0	0
OG0054685	OG0054685	1	0	0	0	0	0	0
OG0054686	OG0054686	1	0	0	0	0	0	0
OG0054687	OG0054687	1	0	0	0	0	0	0
OG0054688	OG0054688	1	0	0	0	0	0	0
OG0054689	OG0054689	1	0	0	0	0	0	0
OG0054690	OG0054690	1	0	0	0	0	0	0
OG0054691	OG0054691	1	0	0	0	0	0	0
OG0054692	OG0054692	1	0	0	0	0	0	0
OG0054693	OG0054693	1	0	0	0	0	0	0
OG0054694	OG0054694	1	0	0	0	0	0	0
OG0054695	OG0054695	1	0	0	0	0	0	0
OG0054696	OG0054696	1	0	0	0	0	0	0
OG0054697	OG0054697	1	0	0	0	0	0	0
OG0054698	OG0054698	1	0	0	0	0	0	0
OG0054699	OG0054699	1	0	0	0	0	0	0
OG0054700	OG0054700	1	0	0	0	0	0	0
OG0054701	OG0054701	1	0	0	0	0	0	0
OG0054702	OG0054702	1	0	0	0	0	0	0
OG0054703	OG0054703	1	0	0	0	0	0	0
OG0054704	OG0054704	1	0	0	0	0	0	0
OG0054705	OG0054705	1	0	0	0	0	0	0
OG0054706	OG0054706	1	0	0	0	0	0	0
OG0054707	OG0054707	1	0	0	0	0	0	0
OG0054708	OG0054708	1	0	0	0	0	0	0
OG0054709	OG0054709	1	0	0	0	0	0	0
OG0054710	OG0054710	1	0	0	0	0	0	0
OG0054711	OG0054711	1	0	0	0	0	0	0
OG0054712	OG0054712	1	0	0	0	0	0	0
OG0054713	OG0054713	1	0	0	0	0	0	0
OG0054714	OG0054714	1	0	0	0	0	0	0
OG0054715	OG0054715	1	0	0	0	0	0	0
OG0054716	OG0054716	1	0	0	0	0	0	0
OG0054717	OG0054717	1	0	0	0	0	0	0
OG0054718	OG0054718	1	0	0	0	0	0	0
OG0054719	OG0054719	1	0	0	0	0	0	0
OG0054720	OG0054720	1	0	0	0	0	0	0
OG0054721	OG0054721	1	0	0	0	0	0	0
OG0054722	OG0054722	1	0	0	0	0	0	0
OG0054723	OG0054723	1	0	0	0	0	0	0
OG0054724	OG0054724	1	0	0	0	0	0	0
OG0054725	OG0054725	1	0	0	0	0	0	0
OG0054726	OG0054726	1	0	0	0	0	0	0
OG0054727	OG0054727	1	0	0	0	0	0	0
OG0054728	OG0054728	1	0	0	0	0	0	0
OG0054729	OG0054729	1	0	0	0	0	0	0
OG0054730	OG0054730	1	0	0	0	0	0	0
OG0054731	OG0054731	1	0	0	0	0	0	0
OG0054732	OG0054732	1	0	0	0	0	0	0
OG0054733	OG0054733	1	0	0	0	0	0	0
OG0054734	OG0054734	1	0	0	0	0	0	0
OG0054735	OG0054735	1	0	0	0	0	0	0
OG0054736	OG0054736	1	0	0	0	0	0	0
OG0054737	OG0054737	1	0	0	0	0	0	0
OG0054738	OG0054738	1	0	0	0	0	0	0
OG0054739	OG0054739	1	0	0	0	0	0	0
OG0054740	OG0054740	1	0	0	0	0	0	0
OG0054741	OG0054741	1	0	0	0	0	0	0
